,epoch,step,name,value
369,8,40.0,avg_train_loss,0.6637280434370041
370,8,40.0,average_valid_loss,0.6817223777373632
371,8,44.0,avg_train_loss,0.6808613389730453
372,8,44.0,average_valid_loss,0.681688758234183
373,8,48.0,avg_train_loss,0.7058654874563217
374,8,48.0,average_valid_loss,0.6817204480369886
375,8,52.0,avg_train_loss,0.709646463394165
376,8,52.0,average_valid_loss,0.6817451963822047
377,8,56.0,avg_train_loss,0.6893499046564102
378,8,56.0,average_valid_loss,0.6817420423030853
379,8,60.0,avg_train_loss,0.6880956888198853
380,8,60.0,average_valid_loss,0.6817823126912117
381,8,64.0,avg_train_loss,0.7033145278692245
382,8,64.0,average_valid_loss,0.6818493704001108
383,8,68.0,avg_train_loss,0.6988396197557449
384,8,68.0,average_valid_loss,0.6819372276465098
385,8,72.0,avg_train_loss,0.6780942976474762
386,8,72.0,average_valid_loss,0.681852824985981
387,8,76.0,avg_train_loss,0.6865440309047699
388,8,76.0,average_valid_loss,0.6818587183952332
389,8,80.0,avg_train_loss,0.6942676305770874
390,8,80.0,average_valid_loss,0.6818926731745402
391,8,84.0,avg_train_loss,0.6901218146085739
392,8,84.0,average_valid_loss,0.6819144710898399
393,8,88.0,avg_train_loss,0.6691949665546417
394,8,88.0,average_valid_loss,0.6818273787697157
395,8,92.0,avg_train_loss,0.6628989279270172
396,8,92.0,average_valid_loss,0.6816722999016444
397,8,96.0,avg_train_loss,0.6360264271497726
398,8,96.0,average_valid_loss,0.6814102282126745
399,8,96.0,epoch_sec,1.9679672718048096
400,9,96.0,learning_rate,0.029265937500000002
401,9,4.0,avg_train_loss,0.6171024143695831
402,9,4.0,average_valid_loss,0.6814474041263262
403,9,8.0,avg_train_loss,0.649763435125351
404,9,8.0,average_valid_loss,0.6815224289894104
405,9,12.0,avg_train_loss,0.6826437562704086
406,9,12.0,average_valid_loss,0.681486946841081
407,9,16.0,avg_train_loss,0.6927878707647324
408,9,16.0,average_valid_loss,0.6814954181512197
409,9,20.0,avg_train_loss,0.7107312381267548
410,9,20.0,average_valid_loss,0.6812869260708491
411,9,24.0,avg_train_loss,0.6710313111543655
412,9,24.0,average_valid_loss,0.6812548885742823
413,9,28.0,avg_train_loss,0.7046413868665695
414,9,28.0,average_valid_loss,0.6812169949213663
415,9,32.0,avg_train_loss,0.7052673846483231
416,9,32.0,average_valid_loss,0.6811364044745764
417,9,36.0,avg_train_loss,0.6881851404905319
418,9,36.0,average_valid_loss,0.6811023205518723
419,9,40.0,avg_train_loss,0.668323740363121
420,9,40.0,average_valid_loss,0.681086890399456
421,9,44.0,avg_train_loss,0.6822297722101212
422,9,44.0,average_valid_loss,0.6810382505257925
423,9,48.0,avg_train_loss,0.699260875582695
424,9,48.0,average_valid_loss,0.6810198053717613
425,9,52.0,avg_train_loss,0.7099335342645645
426,9,52.0,average_valid_loss,0.6810157150030136
427,9,56.0,avg_train_loss,0.6907349824905396
428,9,56.0,average_valid_loss,0.6810163035988808
429,9,60.0,avg_train_loss,0.6916101723909378
430,9,60.0,average_valid_loss,0.6809971133867899
431,9,64.0,avg_train_loss,0.7045163214206696
432,9,64.0,average_valid_loss,0.6810427283247312
433,9,68.0,avg_train_loss,0.7059352248907089
434,9,68.0,average_valid_loss,0.6811830922961235
435,9,72.0,avg_train_loss,0.6814662367105484
436,9,72.0,average_valid_loss,0.6811201547582945
437,9,76.0,avg_train_loss,0.6947643458843231
438,9,76.0,average_valid_loss,0.6811312958598137
439,9,80.0,avg_train_loss,0.6951190084218979
440,9,80.0,average_valid_loss,0.681175023317337
441,9,84.0,avg_train_loss,0.6861859411001205
442,9,84.0,average_valid_loss,0.6812193741401037
443,9,88.0,avg_train_loss,0.6764208674430847
444,9,88.0,average_valid_loss,0.6811329424381256
445,9,92.0,avg_train_loss,0.6632312089204788
446,9,92.0,average_valid_loss,0.6809353952606519
447,9,96.0,avg_train_loss,0.6394836157560349
448,9,96.0,average_valid_loss,0.6808384185036024
449,9,96.0,epoch_sec,1.994502067565918
450,10,96.0,learning_rate,0.033432500000000004
451,10,4.0,avg_train_loss,0.6193362772464752
452,10,4.0,average_valid_loss,0.6810965463519096
453,10,8.0,avg_train_loss,0.65236596763134
454,10,8.0,average_valid_loss,0.681330218911171
455,10,12.0,avg_train_loss,0.677164763212204
456,10,12.0,average_valid_loss,0.6812857836484909
457,10,16.0,avg_train_loss,0.6860493570566177
458,10,16.0,average_valid_loss,0.6812063728769621
459,10,20.0,avg_train_loss,0.712414413690567
460,10,20.0,average_valid_loss,0.6808877935012182
461,10,24.0,avg_train_loss,0.6812533885240555
462,10,24.0,average_valid_loss,0.6808855086565018
463,10,28.0,avg_train_loss,0.7113563865423203
464,10,28.0,average_valid_loss,0.6808080052336057
465,10,32.0,avg_train_loss,0.709857702255249
466,10,32.0,average_valid_loss,0.6807065258423487
467,10,36.0,avg_train_loss,0.6901767998933792
468,10,36.0,average_valid_loss,0.6807000314195951
469,10,40.0,avg_train_loss,0.6618614047765732
470,10,40.0,average_valid_loss,0.6806672811508179
471,10,44.0,avg_train_loss,0.6792812794446945
472,10,44.0,average_valid_loss,0.6806456545988718
473,10,48.0,avg_train_loss,0.700494796037674
474,10,48.0,average_valid_loss,0.680606834590435
475,10,52.0,avg_train_loss,0.708697959780693
476,10,52.0,average_valid_loss,0.6805930982033411
477,10,56.0,avg_train_loss,0.6896678060293198
478,10,56.0,average_valid_loss,0.6805809910098711
479,10,60.0,avg_train_loss,0.6956243366003036
480,10,60.0,average_valid_loss,0.6805861070752144
481,10,64.0,avg_train_loss,0.6957696080207825
482,10,64.0,average_valid_loss,0.6805816739797592
483,10,68.0,avg_train_loss,0.7045369297266006
484,10,68.0,average_valid_loss,0.6806945453087488
485,10,72.0,avg_train_loss,0.6737739741802216
486,10,72.0,average_valid_loss,0.6806650161743164
487,10,76.0,avg_train_loss,0.6915103495121002
488,10,76.0,average_valid_loss,0.6807376245657603
489,10,80.0,avg_train_loss,0.6936738193035126
490,10,80.0,average_valid_loss,0.6808068652947744
491,10,84.0,avg_train_loss,0.6927990913391113
492,10,84.0,average_valid_loss,0.6808778767784437
493,10,88.0,avg_train_loss,0.674891322851181
494,10,88.0,average_valid_loss,0.6808077196280161
495,10,92.0,avg_train_loss,0.66176638007164
496,10,92.0,average_valid_loss,0.6805798262357712
497,10,96.0,avg_train_loss,0.635086864233017
498,10,96.0,average_valid_loss,0.6804218714435896
499,10,96.0,epoch_sec,1.9586656093597412
500,11,96.0,learning_rate,0.0375990625
501,11,4.0,avg_train_loss,0.612952321767807
502,11,4.0,average_valid_loss,0.6807124813397726
503,11,8.0,avg_train_loss,0.6465664952993393
504,11,8.0,average_valid_loss,0.6810151139895121
505,11,12.0,avg_train_loss,0.6739219129085541
506,11,12.0,average_valid_loss,0.6808466340104739
507,11,16.0,avg_train_loss,0.6848634481430054
508,11,16.0,average_valid_loss,0.6807409102718035
509,11,20.0,avg_train_loss,0.710693821310997
510,11,20.0,average_valid_loss,0.6803918033838272
511,11,24.0,avg_train_loss,0.6726287603378296
512,11,24.0,average_valid_loss,0.6803340390324593
513,11,28.0,avg_train_loss,0.7059611082077026
514,11,28.0,average_valid_loss,0.6802738656600317
515,11,32.0,avg_train_loss,0.7085876762866974
516,11,32.0,average_valid_loss,0.680229385693868
517,11,36.0,avg_train_loss,0.6851818412542343
518,11,36.0,average_valid_loss,0.6801740924517313
519,11,40.0,avg_train_loss,0.6727093160152435
520,11,40.0,average_valid_loss,0.6801657527685165
521,11,44.0,avg_train_loss,0.6775058954954147
522,11,44.0,average_valid_loss,0.6801294138034185
523,11,48.0,avg_train_loss,0.7079651653766632
524,11,48.0,average_valid_loss,0.6801231230298678
525,11,52.0,avg_train_loss,0.6993347257375717
526,11,52.0,average_valid_loss,0.6801003937919935
527,11,56.0,avg_train_loss,0.6852967590093613
528,11,56.0,average_valid_loss,0.6800986478726069
529,11,60.0,avg_train_loss,0.691114217042923
530,11,60.0,average_valid_loss,0.6801461428403854
531,11,64.0,avg_train_loss,0.6942028403282166
532,11,64.0,average_valid_loss,0.6802153040965399
533,11,68.0,avg_train_loss,0.7042829394340515
534,11,68.0,average_valid_loss,0.6803873504201571
535,11,72.0,avg_train_loss,0.6753082424402237
536,11,72.0,average_valid_loss,0.6803241223096848
537,11,76.0,avg_train_loss,0.6917451918125153
538,11,76.0,average_valid_loss,0.6804087907075882
539,11,80.0,avg_train_loss,0.6864609718322754
540,11,80.0,average_valid_loss,0.6804967522621155
541,11,84.0,avg_train_loss,0.6940268129110336
542,11,84.0,average_valid_loss,0.68055459856987
543,11,88.0,avg_train_loss,0.6763830780982971
544,11,88.0,average_valid_loss,0.6804122775793076
545,11,92.0,avg_train_loss,0.6595397293567657
546,11,92.0,average_valid_loss,0.6801771596074104
547,11,96.0,avg_train_loss,0.6315813362598419
548,11,96.0,average_valid_loss,0.6799154827992121
549,11,96.0,epoch_sec,1.9870798587799072
550,12,96.0,learning_rate,0.041765625
551,12,4.0,avg_train_loss,0.6107650250196457
552,12,4.0,average_valid_loss,0.6802374795079231
553,12,8.0,avg_train_loss,0.6417859643697739
554,12,8.0,average_valid_loss,0.6806008343895277
555,12,12.0,avg_train_loss,0.6755532026290894
556,12,12.0,average_valid_loss,0.6805005222558975
557,12,16.0,avg_train_loss,0.6889339536428452
558,12,16.0,average_valid_loss,0.680339033404986
559,12,20.0,avg_train_loss,0.7071901261806488
560,12,20.0,average_valid_loss,0.6799619197845459
561,12,24.0,avg_train_loss,0.6771482527256012
562,12,24.0,average_valid_loss,0.6799091572562853
